perimetro,area,DPA_PARROQ,DPA_DESPAR,Area ha,Parroquia,COD,PIT,CLASIFICAC,SUBCLASIFI,NIVEL_USO,PIT_TRATAM,ACT_GENERA,USO_GENERA,SECTOR,COD_UE,SUBCLAS_UR,COD_PARR,ubicacion,tratamient,densidad,area_2,codigo,zona,LOTE_MIN,DENS_PROP,ALTURA_MAX,SUBCLASS,area_m2
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U02,SUELO URBANO NO CONSOLIDADO,URBANO,SUELO URBANO NO CONSOLIDADO,URBANO,CONSOLIDACION,RESIDENCIAL,RESIDENCIAL,Oeste,,,,Urbano,Mejoramiento integral,Media,59.164737797847309,O-10,O,"120",Media,"3",SUELO URBANO NO CONSOLIDADO,591647.3760
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,SI01,AREA INDUSTRIAL,URBANO,SUELO URBANO NO CONSOLIDADO,INDUSTRIAL,DESARROLLO,PRODUCCION INDUSTRIAL,INDUSTRIAL,Urbano parroquial,,,,Urbano-Parroquial,Desarrollo,Baja,12.876508064044655,UP-LLA-2,UP,"600",Baja,"0",SUELO URBANO NO CONSOLIDADO,128765.0791
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U02,SUELO URBANO NO CONSOLIDADO,URBANO,SUELO URBANO NO CONSOLIDADO,URBANO,CONSOLIDACION,RESIDENCIAL,RESIDENCIAL,Urbano parroquial,,,,Urbano-Parroquial,Desarrollo,Media,61.415684283734343,UP-SJO-5,UP,"500",Baja,"2",SUELO URBANO NO CONSOLIDADO,614156.8486
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U02,SUELO URBANO NO CONSOLIDADO,URBANO,SUELO URBANO NO CONSOLIDADO,URBANO,CONSOLIDACION,RESIDENCIAL,RESIDENCIAL,Este,,,,Urbano,Mejoramiento integral,Baja,16.822083302186961,E-14,E,"600",Baja,"0",SUELO URBANO NO CONSOLIDADO,168220.8335
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U02,SUELO URBANO NO CONSOLIDADO,URBANO,SUELO URBANO NO CONSOLIDADO,URBANO,CONSOLIDACION,RESIDENCIAL,RESIDENCIAL,Este,,,,Urbano,Consolidacion,Media,143.718183236494269,E-9,E,"120",Media,"4",SUELO URBANO NO CONSOLIDADO,1437181.8398
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U01,SUELO URBANO CONSOLIDADO,URBANO,SUELO URBANO CONSOLIDADO,URBANO,RENOVACION,RESIDENCIAL,RESIDENCIAL,Oeste,,,,Urbano,Sostenimiento,Baja,7.256823720171268,O-12,O,"120",Baja,"3",SUELO URBANO CONSOLIDADO,72568.2383
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U01,SUELO URBANO CONSOLIDADO,URBANO,SUELO URBANO CONSOLIDADO,URBANO,RENOVACION,RESIDENCIAL,RESIDENCIAL,Oeste,,,,Urbano,Sostenimiento,Media,46.045479773437371,O-26,O,"120",Media,"6",SUELO URBANO CONSOLIDADO,460454.7979
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U01,SUELO URBANO CONSOLIDADO,URBANO,SUELO URBANO CONSOLIDADO,URBANO,RENOVACION,RESIDENCIAL,RESIDENCIAL,Este,,,,Urbano,Conservacion y sostenimiento de interes paisajistico,Media,42.418829332410667,E-26,E,"120",Media,"4",SUELO URBANO CONSOLIDADO,424188.2954
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U03,SUELO URBANO DE PROTECCION,URBANO,SUELO URBANO DE PROTECCION,URBANO,CONSERVACION Y REDENSIFICACION,RESIDENCIAL,RESIDENCIAL,Centro,,,,Urbano,Conservacion y desarrollo sostenido,Media,30.473970336082864,CH-E1,CE,"0",Media,"0",SUELO URBANO DE PROTECCION,304739.7031
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,RE05,SUELO RURAL DE EXPANSION URBANA,RURAL,SUELO RURAL DE EXPANSION URBANA,EXPANSION URBANA,DESARROLLO,RESIDENCIAL,RESIDENCIAL,Expansion urbana,,,,Rural,Desarrollo,Media,32.311558895705495,EXP-SJO-1,EXP,"500",Baja,"2",SUELO RURAL DE EXPANSION URBANA,323115.5884
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U02,SUELO URBANO NO CONSOLIDADO,URBANO,SUELO URBANO NO CONSOLIDADO,URBANO,CONSOLIDACION,RESIDENCIAL,RESIDENCIAL,Urbano parroquial,,,,Urbano-Parroquial,Desarrollo,Baja,9.993497977283637,UP-TUR-9,UP,"1000",Baja,"4",SUELO URBANO NO CONSOLIDADO,99934.9795
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U03,SUELO URBANO DE PROTECCION,URBANO,SUELO URBANO DE PROTECCION,URBANO,CONSERVACION Y REDENSIFICACION,RESIDENCIAL,RESIDENCIAL,Centro,,,,Urbano,Conservacion y mejoramiento integral,Media,14.818140018008874,AH-2,CE,"0",Media,"0",SUELO URBANO DE PROTECCION,148181.4009
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U02,SUELO URBANO NO CONSOLIDADO,URBANO,SUELO URBANO NO CONSOLIDADO,URBANO,CONSOLIDACION,RESIDENCIAL,RESIDENCIAL,Oeste,,,,Urbano,Mejoramiento integral,Media,375.403152494740368,O-3,O,"120",Media,"3",SUELO URBANO NO CONSOLIDADO,3754031.5259
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U02,SUELO URBANO NO CONSOLIDADO,URBANO,SUELO URBANO NO CONSOLIDADO,URBANO,CONSOLIDACION,RESIDENCIAL,RESIDENCIAL,Urbano parroquial,,,,Urbano-Parroquial,Desarrollo,Media,118.868123160607851,UP-SIN-5,UP,"300",Baja,"2",SUELO URBANO NO CONSOLIDADO,1188681.2290
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U01,SUELO URBANO CONSOLIDADO,URBANO,SUELO URBANO CONSOLIDADO,URBANO,RENOVACION,RESIDENCIAL,RESIDENCIAL,Este,,,,Urbano,Sostenimiento,Baja,395.010839662961928,E-1,E,"120",Media,"4",SUELO URBANO CONSOLIDADO,3950108.4111
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U03,SUELO URBANO DE PROTECCION,URBANO,SUELO URBANO DE PROTECCION,URBANO,CONSERVACION Y REDENSIFICACION,RESIDENCIAL,RESIDENCIAL,Centro,,,,Urbano,Conservacion y redensificacion,Media,131.124927618090538,CH-1,CE,"0",Media,"0",SUELO URBANO DE PROTECCION,1311249.2734
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U02,SUELO URBANO NO CONSOLIDADO,URBANO,SUELO URBANO NO CONSOLIDADO,URBANO,CONSOLIDACION,RESIDENCIAL,RESIDENCIAL,Urbano parroquial,,,,Urbano-Parroquial,Desarrollo,Media,59.435464379559583,UP-SIN-7,UP,"300",Baja,"2",SUELO URBANO NO CONSOLIDADO,594354.6465
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U02,SUELO URBANO NO CONSOLIDADO,URBANO,SUELO URBANO NO CONSOLIDADO,URBANO,CONSOLIDACION,RESIDENCIAL,RESIDENCIAL,Urbano parroquial,,,,Urbano-Parroquial,Desarrollo,Baja,70.946425456476405,UP-SIN-12,UP,"0",Baja,"0",SUELO URBANO NO CONSOLIDADO,709464.2451
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,RE05,SUELO RURAL DE EXPANSION URBANA,RURAL,SUELO RURAL DE EXPANSION URBANA,EXPANSION URBANA,DESARROLLO,RESIDENCIAL,RESIDENCIAL,Expansion urbana,,,,Rural,Desarrollo,Baja,154.054056575061196,EXP-SIN-2,EXP,"500",Baja,"2",SUELO RURAL DE EXPANSION URBANA,1540540.5591
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,RE05,SUELO RURAL DE EXPANSION URBANA,RURAL,SUELO RURAL DE EXPANSION URBANA,EXPANSION URBANA,DESARROLLO,RESIDENCIAL,RESIDENCIAL,Expansion urbana,,,,Rural,Desarrollo,Baja,126.279096433055216,EXP-SIN-5,EXP,"750",Baja,"2",SUELO RURAL DE EXPANSION URBANA,1262790.9590
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U02,SUELO URBANO NO CONSOLIDADO,URBANO,SUELO URBANO NO CONSOLIDADO,URBANO,CONSOLIDACION,RESIDENCIAL,RESIDENCIAL,Este,,,,Urbano,Mejoramiento integral,"-",70.297598536183870,E-4,E,"300","-","3",SUELO URBANO NO CONSOLIDADO,702975.9849
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U02,SUELO URBANO NO CONSOLIDADO,URBANO,SUELO URBANO NO CONSOLIDADO,URBANO,CONSOLIDACION,RESIDENCIAL,RESIDENCIAL,Este,,,,Urbano,Mejoramiento integral,Baja,207.127559630885571,E-3,E,"300",Baja,"2",SUELO URBANO NO CONSOLIDADO,2071275.6060
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U02,SUELO URBANO NO CONSOLIDADO,URBANO,SUELO URBANO NO CONSOLIDADO,URBANO,CONSOLIDACION,RESIDENCIAL,RESIDENCIAL,Oeste,,,,Urbano,Mejoramiento integral,Baja,123.306526845356700,O-2,O,"120",Media,"6",SUELO URBANO NO CONSOLIDADO,1233065.2661
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U01,SUELO URBANO CONSOLIDADO,URBANO,SUELO URBANO CONSOLIDADO,URBANO,RENOVACION,RESIDENCIAL,RESIDENCIAL,Oeste,,,,Urbano,Renovacion,Media,52.980324018927384,O-27,O,"120",Media,"7",SUELO URBANO CONSOLIDADO,529803.2339
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U01,SUELO URBANO CONSOLIDADO,URBANO,SUELO URBANO CONSOLIDADO,URBANO,RENOVACION,RESIDENCIAL,RESIDENCIAL,Este,,,,Urbano,Renovacion,Media,68.938634376878028,E-32,E,"120",Media,"4",SUELO URBANO CONSOLIDADO,689386.3467
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U02,SUELO URBANO NO CONSOLIDADO,URBANO,SUELO URBANO NO CONSOLIDADO,URBANO,CONSOLIDACION,RESIDENCIAL,RESIDENCIAL,Urbano parroquial,,,,Urbano-Parroquial,Desarrollo,Baja,31.120430103890097,UP-TUR-7,UP,"300",Baja,"2",SUELO URBANO NO CONSOLIDADO,311204.3022
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U02,SUELO URBANO NO CONSOLIDADO,URBANO,SUELO URBANO NO CONSOLIDADO,URBANO,CONSOLIDACION,RESIDENCIAL,RESIDENCIAL,Oeste,,,,Urbano,Mejoramiento integral,Baja,27.917208984483295,O-19,O,"120",Baja,"3",SUELO URBANO NO CONSOLIDADO,279172.0903
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,RE05,SUELO RURAL DE EXPANSION URBANA,RURAL,SUELO RURAL DE EXPANSION URBANA,EXPANSION URBANA,DESARROLLO,RESIDENCIAL,RESIDENCIAL,Expansion urbana,,,,Rural,Desarrollo,Media,31.528994789222633,EXP-SID-3,EXP,"500",Baja,"2",SUELO RURAL DE EXPANSION URBANA,315289.9600
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,RE05,SUELO RURAL DE EXPANSION URBANA,RURAL,SUELO RURAL DE EXPANSION URBANA,EXPANSION URBANA,DESARROLLO,RESIDENCIAL,RESIDENCIAL,Expansion urbana,,,,Rural,Desarrollo,Media,101.539099208374324,EXP-SAY-2,EXP,"500",Baja,"2",SUELO RURAL DE EXPANSION URBANA,1015390.9897
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,RE05,SUELO RURAL DE EXPANSION URBANA,RURAL,SUELO RURAL DE EXPANSION URBANA,EXPANSION URBANA,DESARROLLO,RESIDENCIAL,RESIDENCIAL,Expansion urbana,,,,Rural,Desarrollo,Baja,46.916118309093328,EXP-NUL-1,EXP,"900",Baja,"2",SUELO RURAL DE EXPANSION URBANA,469161.1851
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,RE05,SUELO RURAL DE EXPANSION URBANA,RURAL,SUELO RURAL DE EXPANSION URBANA,EXPANSION URBANA,DESARROLLO,RESIDENCIAL,RESIDENCIAL,Expansion urbana,,,,Rural,Desarrollo,Media,46.535998908499359,EXP-TUR-3,EXP,"750",Baja,"2",SUELO RURAL DE EXPANSION URBANA,465359.9922
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U02,SUELO URBANO NO CONSOLIDADO,URBANO,SUELO URBANO NO CONSOLIDADO,URBANO,CONSOLIDACION,RESIDENCIAL,RESIDENCIAL,Oeste,,,,Urbano,Mejoramiento integral,Baja,42.583564156045981,O-20,O,"120",Baja,"3",SUELO URBANO NO CONSOLIDADO,425835.6411
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,RE05,SUELO RURAL DE EXPANSION URBANA,RURAL,SUELO RURAL DE EXPANSION URBANA,EXPANSION URBANA,DESARROLLO,RESIDENCIAL,RESIDENCIAL,Expansion urbana,,,,Rural,Desarrollo,Baja,86.288150108329290,EXP-SIN-4,EXP,"750",Baja,"2",SUELO RURAL DE EXPANSION URBANA,862881.5063
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U01,SUELO URBANO CONSOLIDADO,URBANO,SUELO URBANO CONSOLIDADO,URBANO,RENOVACION,RESIDENCIAL,RESIDENCIAL,Este,,,,Urbano,Renovacion,Baja,95.786199135188014,E-24,E,"120",Baja,"2",SUELO URBANO CONSOLIDADO,957861.9937
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,RE05,SUELO RURAL DE EXPANSION URBANA,RURAL,SUELO RURAL DE EXPANSION URBANA,EXPANSION URBANA,DESARROLLO,RESIDENCIAL,RESIDENCIAL,Expansion urbana,,,,Rural,Desarrollo,Baja,59.879694489023066,EXP-TUR-2,EXP,"750",Baja,"2",SUELO RURAL DE EXPANSION URBANA,598796.9419
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U01,SUELO URBANO CONSOLIDADO,URBANO,SUELO URBANO CONSOLIDADO,URBANO,RENOVACION,RESIDENCIAL,RESIDENCIAL,Este,,,,Urbano,Sostenimiento,Baja,24.026360265230121,E-33,E,"600",Baja,"0",SUELO URBANO CONSOLIDADO,240263.6016
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,RE05,SUELO RURAL DE EXPANSION URBANA,RURAL,SUELO RURAL DE EXPANSION URBANA,EXPANSION URBANA,DESARROLLO,RESIDENCIAL,RESIDENCIAL,Expansion urbana,,,,Rural,Desarrollo,Baja,19.895761289292448,EXP-TUR-1,EXP,"500",Baja,"2",SUELO RURAL DE EXPANSION URBANA,198957.6211
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U01,SUELO URBANO CONSOLIDADO,URBANO,SUELO URBANO CONSOLIDADO,URBANO,RENOVACION,RESIDENCIAL,RESIDENCIAL,Centro,,,,Urbano,Conservacion y densificacion,,142.356834001455979,EJIDO-2,CE,"0",,"7",SUELO URBANO CONSOLIDADO,1423568.3394
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,RE05,SUELO RURAL DE EXPANSION URBANA,RURAL,SUELO RURAL DE EXPANSION URBANA,EXPANSION URBANA,DESARROLLO,RESIDENCIAL,RESIDENCIAL,Expansion urbana,,,,Rural,Desarrollo,Media,44.834494183280050,EXP-BAN-1,EXP,"750",Baja,"2",SUELO RURAL DE EXPANSION URBANA,448344.9390
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,RE05,SUELO RURAL DE EXPANSION URBANA,RURAL,SUELO RURAL DE EXPANSION URBANA,EXPANSION URBANA,DESARROLLO,RESIDENCIAL,RESIDENCIAL,Expansion urbana,,,,Rural,Desarrollo,Baja,15.347241547647576,EXP-SID-1,EXP,"750",Baja,"2",SUELO RURAL DE EXPANSION URBANA,153472.4141
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U02,SUELO URBANO NO CONSOLIDADO,URBANO,SUELO URBANO NO CONSOLIDADO,URBANO,CONSOLIDACION,RESIDENCIAL,RESIDENCIAL,Oeste,,,,Urbano,Mejoramiento integral,Baja,20.130783470559759,O-14,O,"200",Baja,"2",SUELO URBANO NO CONSOLIDADO,201307.8350
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U01,SUELO URBANO CONSOLIDADO,URBANO,SUELO URBANO CONSOLIDADO,URBANO,RENOVACION,RESIDENCIAL,RESIDENCIAL,Oeste,,,,Urbano,Renovacion,Alta,230.378723693926190,O-7,O,"120",Alta,"10",SUELO URBANO CONSOLIDADO,2303787.2407
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U01,SUELO URBANO CONSOLIDADO,URBANO,SUELO URBANO CONSOLIDADO,URBANO,RENOVACION,RESIDENCIAL,RESIDENCIAL,Oeste,,,,Urbano,Sostenimiento,Alta,113.550734626168222,O-5,O,"120",Alta,"13",SUELO URBANO CONSOLIDADO,1135507.3452
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U01,SUELO URBANO CONSOLIDADO,URBANO,SUELO URBANO CONSOLIDADO,URBANO,RENOVACION,RESIDENCIAL,RESIDENCIAL,Centro,,,,Urbano,Conservacion y densificacion,,48.633023411472116,EJIDO-4,CE,"0",,"7",SUELO URBANO CONSOLIDADO,486330.2363
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U01,SUELO URBANO CONSOLIDADO,URBANO,SUELO URBANO CONSOLIDADO,URBANO,RENOVACION,RESIDENCIAL,RESIDENCIAL,Oeste,,,,Urbano,Renovacion,Alta,301.959893077806043,O-6,O,"120",Alta,"7",SUELO URBANO CONSOLIDADO,3019598.9321
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U01,SUELO URBANO CONSOLIDADO,URBANO,SUELO URBANO CONSOLIDADO,URBANO,RENOVACION,RESIDENCIAL,RESIDENCIAL,Este,,,,Urbano,Renovacion,Alta,174.578476900765253,E-16,E,"120",Alta,"15",SUELO URBANO CONSOLIDADO,1745784.7671
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U01,SUELO URBANO CONSOLIDADO,URBANO,SUELO URBANO CONSOLIDADO,URBANO,RENOVACION,RESIDENCIAL,RESIDENCIAL,Oeste,,,,Urbano,Sostenimiento,Media,19.743946892951804,O-4,O,"120",Media,"4",SUELO URBANO CONSOLIDADO,197439.4683
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U01,SUELO URBANO CONSOLIDADO,URBANO,SUELO URBANO CONSOLIDADO,URBANO,RENOVACION,RESIDENCIAL,RESIDENCIAL,Oeste,,,,Urbano,Sostenimiento,Media,18.549036713157875,O-9,O,"120",Media,"6",SUELO URBANO CONSOLIDADO,185490.3677
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U01,SUELO URBANO CONSOLIDADO,URBANO,SUELO URBANO CONSOLIDADO,URBANO,RENOVACION,RESIDENCIAL,RESIDENCIAL,Este,,,,Urbano,Sostenimiento,Baja,27.181835863840149,E-21,E,"0",Baja,"1",SUELO URBANO CONSOLIDADO,271818.3579
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U01,SUELO URBANO CONSOLIDADO,URBANO,SUELO URBANO CONSOLIDADO,URBANO,RENOVACION,RESIDENCIAL,RESIDENCIAL,Centro,,,,Urbano,Conservacion y densificacion,,78.548063593089125,EJIDO-3,CE,"0",,"7",SUELO URBANO CONSOLIDADO,785480.6318
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U03,SUELO URBANO DE PROTECCION,URBANO,SUELO URBANO DE PROTECCION,URBANO,CONSERVACION Y REDENSIFICACION,RESIDENCIAL,RESIDENCIAL,Centro,,,,Urbano,Conservacion y recuperacion urbano social,Media,30.309478644792748,CH-R2,CE,"0",Media,"0",SUELO URBANO DE PROTECCION,303094.7886
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,RE05,SUELO RURAL DE EXPANSION URBANA,RURAL,SUELO RURAL DE EXPANSION URBANA,EXPANSION URBANA,DESARROLLO,RESIDENCIAL,RESIDENCIAL,Expansion urbana,,,,Rural,Desarrollo,Media,85.182769991972435,EXP-SAY-4,EXP,"750",Baja,"2",SUELO RURAL DE EXPANSION URBANA,851827.6982
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U03,SUELO URBANO DE PROTECCION,URBANO,SUELO URBANO DE PROTECCION,URBANO,CONSERVACION Y REDENSIFICACION,RESIDENCIAL,RESIDENCIAL,Centro,,,,Urbano,Conservacion y densificacion,Media,66.058488952959834,AHP-EJIDO-1,CE,"0",Media,"0",SUELO URBANO DE PROTECCION,660584.8921
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,RE05,SUELO RURAL DE EXPANSION URBANA,RURAL,SUELO RURAL DE EXPANSION URBANA,EXPANSION URBANA,DESARROLLO,RESIDENCIAL,RESIDENCIAL,Expansion urbana,,,,Rural,Desarrollo,Baja,31.322255692569954,EXP-SIN-6,EXP,"900",Baja,"2",SUELO RURAL DE EXPANSION URBANA,313222.5552
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U02,SUELO URBANO NO CONSOLIDADO,URBANO,SUELO URBANO NO CONSOLIDADO,URBANO,CONSOLIDACION,RESIDENCIAL,RESIDENCIAL,Urbano parroquial,,,,Urbano-Parroquial,Desarrollo,Media,153.473914697362375,UP-SJO-4,UP,"300",Media,"2",SUELO URBANO NO CONSOLIDADO,1534739.1479
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U03,SUELO URBANO DE PROTECCION,URBANO,SUELO URBANO DE PROTECCION,URBANO,CONSERVACION Y REDENSIFICACION,RESIDENCIAL,RESIDENCIAL,Centro,,,,Urbano,Conservacion y desarrollo sostenido,Media,9.639023200465520,CH-E2,CE,"0",Media,"0",SUELO URBANO DE PROTECCION,96390.2300
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U03,SUELO URBANO DE PROTECCION,URBANO,SUELO URBANO DE PROTECCION,URBANO,CONSERVACION Y REDENSIFICACION,RESIDENCIAL,RESIDENCIAL,Centro,,,,Urbano,Conservacion y sostenimiento de integracion,Media,70.802332552601513,CH-R1,CE,"0",Media,"0",SUELO URBANO DE PROTECCION,708023.3276
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,RE05,SUELO RURAL DE EXPANSION URBANA,RURAL,SUELO RURAL DE EXPANSION URBANA,EXPANSION URBANA,DESARROLLO,RESIDENCIAL,RESIDENCIAL,Expansion urbana,,,,Rural,Desarrollo,Baja,42.593598368495257,EXP-SJO-3,EXP,"500",Baja,"2",SUELO RURAL DE EXPANSION URBANA,425935.9878
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U01,SUELO URBANO CONSOLIDADO,URBANO,SUELO URBANO CONSOLIDADO,URBANO,RENOVACION,RESIDENCIAL,RESIDENCIAL,Oeste,,,,Urbano,Renovacion,Baja,61.784336785758498,O-15,O,"120",Media,"15",SUELO URBANO CONSOLIDADO,617843.3647
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U01,SUELO URBANO CONSOLIDADO,URBANO,SUELO URBANO CONSOLIDADO,URBANO,RENOVACION,RESIDENCIAL,RESIDENCIAL,Este,,,,Urbano,Sostenimiento,Baja,163.564089298996436,E-20,E,"120",Media,"6",SUELO URBANO CONSOLIDADO,1635640.8950
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U02,SUELO URBANO NO CONSOLIDADO,URBANO,SUELO URBANO NO CONSOLIDADO,URBANO,CONSOLIDACION,RESIDENCIAL,RESIDENCIAL,Este,,,,Urbano,Mejoramiento integral,Baja,19.207089941161268,E-19,E,"300",Baja,"2",SUELO URBANO NO CONSOLIDADO,192070.8970
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U02,SUELO URBANO NO CONSOLIDADO,URBANO,SUELO URBANO NO CONSOLIDADO,URBANO,CONSOLIDACION,RESIDENCIAL,RESIDENCIAL,Este,,,,Urbano,Mejoramiento integral,Baja,160.108261376742121,E-17,E,"1000",Baja,"2",SUELO URBANO NO CONSOLIDADO,1601082.6152
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U01,SUELO URBANO CONSOLIDADO,URBANO,SUELO URBANO CONSOLIDADO,URBANO,RENOVACION,RESIDENCIAL,RESIDENCIAL,Oeste,,,,Urbano,Sostenimiento,Baja,54.146804343370590,O-11,O,"300",Media,"10",SUELO URBANO CONSOLIDADO,541468.0425
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,RE05,SUELO RURAL DE EXPANSION URBANA,RURAL,SUELO RURAL DE EXPANSION URBANA,EXPANSION URBANA,DESARROLLO,RESIDENCIAL,RESIDENCIAL,Expansion urbana,,,,Rural,Desarrollo,Baja,8.205256668052918,EXP-LLA-2,EXP,"750",Baja,"2",SUELO RURAL DE EXPANSION URBANA,82052.5654
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U01,SUELO URBANO CONSOLIDADO,URBANO,SUELO URBANO CONSOLIDADO,URBANO,RENOVACION,RESIDENCIAL,RESIDENCIAL,Este,,,,Urbano,Conservacion y sostenimiento de interes paisajistico,Media,31.396197519521898,E-27,E,"120",Media,"3",SUELO URBANO CONSOLIDADO,313961.9727
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U02,SUELO URBANO NO CONSOLIDADO,URBANO,SUELO URBANO NO CONSOLIDADO,URBANO,CONSOLIDACION,RESIDENCIAL,RESIDENCIAL,Cabecera urbano parroquial,,,,Cabecera Urbano-Parroquial,Mejoramiento integral,Media,8.035806129506332,UP-BAN-4,UP,"300",Media,"3",SUELO URBANO NO CONSOLIDADO,80358.0596
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U02,SUELO URBANO NO CONSOLIDADO,URBANO,SUELO URBANO NO CONSOLIDADO,URBANO,CONSOLIDACION,RESIDENCIAL,RESIDENCIAL,Cabecera urbano parroquial,,,,Cabecera Urbano-Parroquial,Mejoramiento integral,Media,31.334295070256402,UP-RIC-4,UP,"200",Media,"6",SUELO URBANO NO CONSOLIDADO,313342.9463
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U01,SUELO URBANO CONSOLIDADO,URBANO,SUELO URBANO CONSOLIDADO,URBANO,RENOVACION,RESIDENCIAL,RESIDENCIAL,Este,,,,Urbano,Renovacion,Baja,50.525254879240627,E-31,E,"600",Baja,"4",SUELO URBANO CONSOLIDADO,505252.5464
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U01,SUELO URBANO CONSOLIDADO,URBANO,SUELO URBANO CONSOLIDADO,URBANO,RENOVACION,RESIDENCIAL,RESIDENCIAL,Este,,,,Urbano,Renovacion,Media,97.801324696417154,E-25,E,"120",Media,"6",SUELO URBANO CONSOLIDADO,978013.2456
94089.56,71645605.78,"010150",CUENCA,7167.61954600,CUENCA,U01,SUELO URBANO CONSOLIDADO,URBANO,SUELO URBANO CONSOLIDADO,URBANO,RENOVACION,RESIDENCIAL,RESIDENCIAL,Este,,,,Urbano,Sostenimiento,Alta,165.263669717649549,E-22,E,"120",Alta,"7",SUELO URBANO CONSOLIDADO,1652636.7012
